Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"scrollToElement(findTestObject(""Checkout_Overview_Page/Label_SubTotalProductPrice""), 0)",Chrome 127.0.0.0,Scroll window ke element Item Total,,2024-09-16 22:48:31,2024-09-16 22:48:32,"0,377s",PASSED
takeScreenshot(),Chrome 127.0.0.0,Mengambil screenshot window,,2024-09-16 22:48:32,2024-09-16 22:48:32,"0,454s",PASSED
"verifyElementVisible(findTestObject(""Checkout_Overview_Page/Label_SubTotalProductPrice""))",Chrome 127.0.0.0,Verifikasi element item total terlihat,,2024-09-16 22:48:32,2024-09-16 22:48:33,"0,396s",PASSED
"verifyElementVisible(findTestObject(""Checkout_Overview_Page/Label_TaxProductPrice""))",Chrome 127.0.0.0,Verifikasi element tax terlihat,,2024-09-16 22:48:33,2024-09-16 22:48:33,"0,415s",PASSED
"verifyElementVisible(findTestObject(""Checkout_Overview_Page/Label_FinalTotalProductPrice""))",Chrome 127.0.0.0,Verifikasi element Total terlihat,,2024-09-16 22:48:33,2024-09-16 22:48:33,"0,382s",PASSED
"verifyElementVisible(findTestObject(""Checkout_Overview_Page/Button_Finish""))",Chrome 127.0.0.0,Verifikasi button Finish terlihat,,2024-09-16 22:48:33,2024-09-16 22:48:34,"0,409s",PASSED
"verifyElementClickable(findTestObject(""Checkout_Overview_Page/Button_Finish""))",Chrome 127.0.0.0,Verifikasi button Finish dapat diklik,,2024-09-16 22:48:34,2024-09-16 22:48:34,"0,366s",PASSED
"click(findTestObject(""Checkout_Overview_Page/Button_Finish""))",Chrome 127.0.0.0,Klik button Finish,,2024-09-16 22:48:34,2024-09-16 22:48:35,"0,434s",PASSED
Video,Chrome 127.0.0.0,,,2024-09-16 22:48:37,2024-09-16 22:48:37,"0,001s",PASSED
,,,,,,,
Test Cases/Checkout_Complete_Page/Positive_Case/Checkout_Complete,Chrome 127.0.0.0,,,2024-09-16 22:48:37,2024-09-16 22:48:44,"7,215s",PASSED
"verifyElementVisible(findTestObject(""Global_Header/Label_Title""))",Chrome 127.0.0.0,Verifikasi element Title Swag Labs terlihat,,2024-09-16 22:48:37,2024-09-16 22:48:38,"0,352s",PASSED
