Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login,Chrome 128.0.0.0,,,2024-09-15 20:32:14,2024-09-15 20:33:51,1m - 37.019s,PASSED
,,,,,,,
Test Cases/Login_Page/Positive_Case/Login,Chrome 128.0.0.0,,,2024-09-15 20:32:15,2024-09-15 20:32:28,13.701s,PASSED
openBrowser(loginUrl),Chrome 128.0.0.0,Buka browser dan navigasi ke URL,,2024-09-15 20:32:15,2024-09-15 20:32:19,3.751s,PASSED
maximizeWindow(),Chrome 128.0.0.0,Maximize window browser,,2024-09-15 20:32:19,2024-09-15 20:32:19,0.074s,PASSED
"verifyElementVisible(findTestObject(""Global_Header/Label_Title""))",Chrome 128.0.0.0,Verifikasi Title Login terlihat,,2024-09-15 20:32:19,2024-09-15 20:32:21,1.565s,PASSED
"verifyElementVisible(findTestObject(""Login_Page/TextArea_Username""))",Chrome 128.0.0.0,Verifikasi Text Field username terlihat,,2024-09-15 20:32:21,2024-09-15 20:32:21,0.323s,PASSED
"verifyElementVisible(findTestObject(""Login_Page/TextArea_Password""))",Chrome 128.0.0.0,Verifikasi Text Field password terlihat,,2024-09-15 20:32:21,2024-09-15 20:32:21,0.323s,PASSED
"verifyElementVisible(findTestObject(""Login_Page/Button_Login""))",Chrome 128.0.0.0,Verifikasi Button login terlihat,,2024-09-15 20:32:21,2024-09-15 20:32:22,0.328s,PASSED
takeScreenshot(),Chrome 128.0.0.0,Mengambil screenshot pada window,,2024-09-15 20:32:22,2024-09-15 20:32:22,0.374s,PASSED
"setText(findTestObject(""Login_Page/TextArea_Username""), userName)",Chrome 128.0.0.0,Input username pada field,,2024-09-15 20:32:22,2024-09-15 20:32:23,0.675s,PASSED
"username = getAttribute(findTestObject(""Login_Page/TextArea_Username""), ""value"")",Chrome 128.0.0.0,Get attribute value yang sudah diinput pada field,,2024-09-15 20:32:23,2024-09-15 20:32:23,0.335s,PASSED
takeScreenshot(),Chrome 128.0.0.0,Mengambil screenshot pada window,,2024-09-15 20:32:23,2024-09-15 20:32:23,0.342s,PASSED
"pass = setText(findTestObject(""Login_Page/TextArea_Password""), password)",Chrome 128.0.0.0,Input password pada field,,2024-09-15 20:32:23,2024-09-15 20:32:24,0.654s,PASSED
