Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
AddToCart,Chrome 128.0.0.0,,,2024-09-16 18:34:36,2024-09-16 18:35:04,28.279s,PASSED
,,,,,,,
Test Cases/Login_Page/Positive_Case/Login,Chrome 128.0.0.0,,,2024-09-16 18:34:36,2024-09-16 18:34:50,13.585s,PASSED
openBrowser(loginUrl),Chrome 128.0.0.0,Buka browser dan navigasi ke URL,,2024-09-16 18:34:37,2024-09-16 18:34:41,3.740s,PASSED
maximizeWindow(),Chrome 128.0.0.0,Maximize window browser,,2024-09-16 18:34:41,2024-09-16 18:34:41,0.087s,PASSED
"verifyElementVisible(findTestObject(""Global_Header/Label_Title""))",Chrome 128.0.0.0,Verifikasi Title Login terlihat,,2024-09-16 18:34:41,2024-09-16 18:34:42,1.469s,PASSED
"verifyElementVisible(findTestObject(""Login_Page/TextArea_Username""))",Chrome 128.0.0.0,Verifikasi Text Field username terlihat,,2024-09-16 18:34:42,2024-09-16 18:34:43,0.324s,PASSED
"verifyElementVisible(findTestObject(""Login_Page/TextArea_Password""))",Chrome 128.0.0.0,Verifikasi Text Field password terlihat,,2024-09-16 18:34:43,2024-09-16 18:34:43,0.324s,PASSED
"verifyElementVisible(findTestObject(""Login_Page/Button_Login""))",Chrome 128.0.0.0,Verifikasi Button login terlihat,,2024-09-16 18:34:43,2024-09-16 18:34:43,0.325s,PASSED
takeScreenshot(),Chrome 128.0.0.0,Mengambil screenshot pada window,,2024-09-16 18:34:43,2024-09-16 18:34:44,0.372s,PASSED
"setText(findTestObject(""Login_Page/TextArea_Username""), userName)",Chrome 128.0.0.0,Input username pada field,,2024-09-16 18:34:44,2024-09-16 18:34:44,0.678s,PASSED
"username = getAttribute(findTestObject(""Login_Page/TextArea_Username""), ""value"")",Chrome 128.0.0.0,Get attribute value yang sudah diinput pada field,,2024-09-16 18:34:44,2024-09-16 18:34:45,0.335s,PASSED
takeScreenshot(),Chrome 128.0.0.0,Mengambil screenshot pada window,,2024-09-16 18:34:45,2024-09-16 18:34:45,0.342s,PASSED
"pass = setText(findTestObject(""Login_Page/TextArea_Password""), password)",Chrome 128.0.0.0,Input password pada field,,2024-09-16 18:34:45,2024-09-16 18:34:46,0.670s,PASSED
"getAttribute(findTestObject(""Login_Page/TextArea_Password""), ""value"")",Chrome 128.0.0.0,Get attribute value yang sudah diinput pada field,,2024-09-16 18:34:46,2024-09-16 18:34:46,0.321s,PASSED
takeScreenshot(),Chrome 128.0.0.0,Mengambil screenshot pada window,,2024-09-16 18:34:46,2024-09-16 18:34:46,0.334s,PASSED
"verifyElementClickable(findTestObject(""Login_Page/Button_Login""))",Chrome 128.0.0.0,Verifikasi button Login dapat diklik,,2024-09-16 18:34:46,2024-09-16 18:34:47,0.312s,PASSED
